"";"X.."
"567";"899- DIREITO CIVIL#,10585- Capitalização / Anatocismo#,11805- Tabela Price#,4839- Sistema Financeiro da Habitação"
"568";"899- DIREITO CIVIL#,4839- Sistema Financeiro da Habitação"
"569";"8866- Litisconsórcio "
"570";"4839- Sistema Financeiro da Habitação#,899- DIREITO CIVIL"
"571";"4847- Seguro#,4839- Sistema Financeiro da Habitação#,899- DIREITO CIVIL"
"572";"8939-  Suspensão do Processo#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"573";"14- DIREITO TRIBUTÁRIO#,5997- Denúncia espontânea"
"574";"5932- Incidência decorrente de Liquidação de Entidade de Previdência Privada#,5917- IRPF/Imposto de Renda de Pessoa Física#,5916- Impostos#,14- DIREITO TRIBUTÁRIO"
"575";"5946- ICMS/ Imposto sobre Circulação de Mercadorias#,14- DIREITO TRIBUTÁRIO"
"576";"8842- Partes e Procuradores#,8866- Litisconsórcio#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9493- Capacidade Processual"
"577";"10075- Energia Elétrica#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"578";"6090- REFIS/Programa de Recuperação Fiscal#,14- DIREITO TRIBUTÁRIO"
"579";"5994- Compensação#,5917- IRPF/Imposto de Renda de Pessoa Física#,14- DIREITO TRIBUTÁRIO#,5922- Retido na fonte"
"580";"8893- Atos Processuais#,10938- Citação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"581";"14- DIREITO TRIBUTÁRIO#,6041- Contribuição INCRA"
"582";"6006- Prazo de Recolhimento#,14- DIREITO TRIBUTÁRIO#,10565- Contribuição Sindical Rural"
"583";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10009- Inquérito / Processo / Recurso Administrativo"
"584";"10080- Telefonia#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"585";"14- DIREITO TRIBUTÁRIO#,6048- Contribuições Previdenciárias#,6007- Repetição de indébito"
"586";"5947- ICMS/Importação#,5915- Isenção#,6030- GATT - &quot;Acordo Geral sobre Tarifas e Comércio&quot;#,14- DIREITO TRIBUTÁRIO"
"587";"14- DIREITO TRIBUTÁRIO#,5917- IRPF/Imposto de Renda de Pessoa Física#,6011- Fato Gerador/Incidência"
"588";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10075- Energia Elétrica"
"589";"9493- Capacidade Processual#,10685- Correção Monetária#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores"
"590";"5997- Denúncia espontânea#,5986- Crédito Tributário#,6016- Creditamento#,14- DIREITO TRIBUTÁRIO"
"591";"5986- Crédito Tributário#,14- DIREITO TRIBUTÁRIO"
"592";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9414- Extinção da Execução"
"593";"5997- Denúncia espontânea#,14- DIREITO TRIBUTÁRIO"
"594";"10161- Juros Progressivos#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10158- FGTS/Fundo de Garantia por Tempo de Serviço"
"595";"10158- FGTS/Fundo de Garantia por Tempo de Serviço#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"596";"10161- Juros Progressivos#,10158- FGTS/Fundo de Garantia por Tempo de Serviço#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"597";"10938- Citação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"598";"14- DIREITO TRIBUTÁRIO#,6007- Repetição de indébito"
"599";"8938- Formação#,Suspensão e Extinção do Processo#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"600";"14- DIREITO TRIBUTÁRIO#,5952- IPTU/ Imposto Predial e Territorial Urbano#,5998- Lançamento"
"601";"10657- Honorários Advocatícios em FGTS#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"602";"14- DIREITO TRIBUTÁRIO#,6006- Prazo de Recolhimento"
"603";"5913- Limitações ao Poder de Tributar#,14- DIREITO TRIBUTÁRIO#,6062- 1/3 de férias#,5917- IRPF/Imposto de Renda de Pessoa Física#,5915- Isenção"
"604";"5952- IPTU/ Imposto Predial e Territorial Urbano#,14- DIREITO TRIBUTÁRIO"
"605";"10121- Desapropriação#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"606";"10655- Honorários Advocatícios#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"607";"9163- Penhora / Depósito/ Avaliação#,11782- Intimação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"608";"5951- ISS/ Imposto sobre Serviços#,14- DIREITO TRIBUTÁRIO"
"609";"9045- Recurso#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"610";"5986- Crédito Tributário#,5990- Extinção do Crédito Tributário#,5992- Prescrição#,5998- Lançamento#,14- DIREITO TRIBUTÁRIO"
"611";"5986- Crédito Tributário#,5990- Extinção do Crédito Tributário#,5992- Prescrição#,14- DIREITO TRIBUTÁRIO"
"612";"5917- IRPF/Imposto de Renda de Pessoa Física#,5986- Crédito Tributário#,6008- Base de Cálculo#,14- DIREITO TRIBUTÁRIO"
"613";"10160- Liberação de Conta#,10158- FGTS/Fundo de Garantia por Tempo de Serviço#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"614";"5992- Prescrição#,5986- Crédito Tributário#,5998- Lançamento#,5990- Extinção do Crédito Tributário#,6007- Repetição de indébito#,14- DIREITO TRIBUTÁRIO"
"615";"5946- ICMS/ Imposto sobre Circulação de Mercadorias#,6008- Base de Cálculo#,14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário"
"616";"9997- Atos Administrativos#,10110- DIREITO AMBIENTAL#,10022- Infração Administrativa#,10023- Multas e demais Sanções"
"617";"10022- Infração Administrativa#,10110- DIREITO AMBIENTAL#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos#,10023- Multas e demais Sanções"
"618";"6120- RMI - Renda Mensal Inicial#,195- DIREITO PREVIDENCIÁRIO#,6126- Benefício mínimo a partir da CF/88 (art. 201#,§ 2º CF/88)"
"619";"9148- Liquidação / Cumprimento / Execução#,10686- Multa Cominatória / Astreintes#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10671- Obrigação de Fazer / Não Fazer"
"620";"5917- IRPF/Imposto de Renda de Pessoa Física#,14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,6008- Base de Cálculo"
"621";"5986- Crédito Tributário#,5917- IRPF/Imposto de Renda de Pessoa Física#,6008- Base de Cálculo#,14- DIREITO TRIBUTÁRIO"
"622";"8874- Sucumbência#,8842- Partes e Procuradores#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"623";"10085- Água e/ou Esgoto#,10028- Serviços#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"624";"10028- Serviços#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos#,10085- Água e/ou Esgoto"
"625";"10085- Água e/ou Esgoto#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos#,10028- Serviços"
"626";"287- DIREITO PENAL#,9927- Contrabando ou descaminho (art. 334)#,10620- Parte Geral#,10612- Tipicidade#,10615- Princípio da Insignificância"
"627";"5917- IRPF/Imposto de Renda de Pessoa Física#,5986- Crédito Tributário#,5924- Incidência sobre Proventos de Previdência Privada#,14- DIREITO TRIBUTÁRIO#,6008- Base de Cálculo#,5916- Impostos"
"628";"5915- Isenção#,5945- IPI/ Imposto sobre Produtos Industrializados#,14- DIREITO TRIBUTÁRIO#,5916- Impostos#,5913- Limitações ao Poder de Tributar"
"629";"5986- Crédito Tributário#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,14- DIREITO TRIBUTÁRIO#,6008- Base de Cálculo"
"630";"6008- Base de Cálculo#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,5986- Crédito Tributário#,14- DIREITO TRIBUTÁRIO"
"631";"14- DIREITO TRIBUTÁRIO#,5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,5986- Crédito Tributário#,6008- Base de Cálculo"
"632";"5986- Crédito Tributário#,5993- Decadência#,5990- Extinção do Crédito Tributário#,5998- Lançamento#,14- DIREITO TRIBUTÁRIO"
"633";"6005- Juros/Correção Monetária#,14- DIREITO TRIBUTÁRIO#,5945- IPI/ Imposto sobre Produtos Industrializados#,6016- Creditamento#,5986- Crédito Tributário"
"634";"5999- CND/Certidão Negativa de Débito#,14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário"
"635";"9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"636";"5917- IRPF/Imposto de Renda de Pessoa Física#,14- DIREITO TRIBUTÁRIO"
"637";"5945- IPI/ Imposto sobre Produtos Industrializados#,14- DIREITO TRIBUTÁRIO"
"638";"14- DIREITO TRIBUTÁRIO#,6033- Contribuições Sociais"
"639";"8829- Competência#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"640";"14- DIREITO TRIBUTÁRIO#,5952- IPTU/ Imposto Predial e Territorial Urbano#,5950- ITR/ Imposto Territorial Rural"
"641";"9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"642";"10173- Exercício Profissional#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"643";"9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"644";"10655- Honorários Advocatícios#,10121- Desapropriação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"645";"6095- Aposentadoria por Incapacidade Permanente#,195- DIREITO PREVIDENCIÁRIO"
"646";"195- DIREITO PREVIDENCIÁRIO#,6095- Aposentadoria por Incapacidade Permanente"
"647";"10621- Aplicação da Pena#,287- DIREITO PENAL"
"648";"3607- Crimes de Tráfico Ilícito e Uso Indevido de Drogas#,287- DIREITO PENAL#,3603- Crimes Previstos na Legislação Extravagante"
"649";"5626- Família#,899- DIREITO CIVIL#,5779- Alimentos"
"650";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9493- Capacidade Processual"
"651";"14- DIREITO TRIBUTÁRIO#,6035- Cofins#,6033- Contribuições Sociais"
"652";"5951- ISS/ Imposto sobre Serviços#,14- DIREITO TRIBUTÁRIO#,6043- Construção Civil"
"653";"6005- Juros/Correção Monetária#,14- DIREITO TRIBUTÁRIO"
"654";"10159- Atualização de Conta#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10158- FGTS/Fundo de Garantia por Tempo de Serviço"
"655";"10685- Correção Monetária#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"656";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10685- Correção Monetária"
"657";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10158- FGTS/Fundo de Garantia por Tempo de Serviço"
"658";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10158- FGTS/Fundo de Garantia por Tempo de Serviço#,10159- Atualização de Conta"
"659";"195- DIREITO PREVIDENCIÁRIO#,6107- Auxílio-Acidente (Art. 86)"
"660";"6119- RMI - Renda Mensal Inicial#,Reajustes e Revisões Específicas#,6162- Decadência/Prescrição#,195- DIREITO PREVIDENCIÁRIO"
"661";"6056- Gratificação Natalina/13º Salário#,14- DIREITO TRIBUTÁRIO#,6048- Contribuições Previdenciárias"
"662";"14- DIREITO TRIBUTÁRIO#,6056- Gratificação Natalina/13º Salário#,6048- Contribuições Previdenciárias"
"663";"5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,6036- Contribuição Social sobre o Lucro Líquido#,14- DIREITO TRIBUTÁRIO"
"664";"10573- Prisão Civil#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"665";"3468- Corrupção de Menores#,287- DIREITO PENAL"
"666";"8874- Sucumbência#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10655- Honorários Advocatícios"
"667";"10005- Registro de Empresa#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"668";"5945- IPI/ Imposto sobre Produtos Industrializados#,6009- Crédito Prêmio#,14- DIREITO TRIBUTÁRIO"
"669";"5992- Prescrição#,14- DIREITO TRIBUTÁRIO#,5945- IPI/ Imposto sobre Produtos Industrializados#,6009- Crédito Prêmio"
"670";"14- DIREITO TRIBUTÁRIO#,5992- Prescrição"
"671";"6033- Contribuições Sociais#,14- DIREITO TRIBUTÁRIO"
"672";"9603- Mútuo#,899- DIREITO CIVIL"
"673";"899- DIREITO CIVIL"
"674";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9163- Penhora / Depósito/ Avaliação#,9045- Recurso"
"675";"6001- Expedição de Certidão Positiva de Débito com Efeito de Negativa#,5987- Suspensão da Exigibilidade#,14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário"
"676";"14- DIREITO TRIBUTÁRIO#,6092- SIMPLES#,6089- Regimes Especiais de Tributação"
"677";"5936- Incidência sobre Aplicações Financeiras#,5939- Cooperativa#,14- DIREITO TRIBUTÁRIO#,5933- IRPJ/Imposto de Renda de Pessoa Jurídica"
"678";"5946- ICMS/ Imposto sobre Circulação de Mercadorias#,5977- Energia Elétrica#,6016- Creditamento#,14- DIREITO TRIBUTÁRIO"
"679";"10091- Terreno de Marinha#,10092- Taxa de Ocupação#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"680";"6090- REFIS/Programa de Recuperação Fiscal#,14- DIREITO TRIBUTÁRIO#,6020- Arrolamento de Bens"
"681";"10585- Capitalização / Anatocismo#,899- DIREITO CIVIL#,9607- Contratos Bancários"
"682";"899- DIREITO CIVIL#,10585- Capitalização / Anatocismo#,9607- Contratos Bancários"
"683";"14- DIREITO TRIBUTÁRIO#,5972- Municipais"
"684";"5917- IRPF/Imposto de Renda de Pessoa Física#,14- DIREITO TRIBUTÁRIO#,5915- Isenção"
"685";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10085- Água e/ou Esgoto"
"686";"10085- Água e/ou Esgoto#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"687";"6001- Expedição de Certidão Positiva de Débito com Efeito de Negativa#,14- DIREITO TRIBUTÁRIO"
"688";"14- DIREITO TRIBUTÁRIO#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,6011- Fato Gerador/Incidência"
"689";"6043- Construção Civil#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,14- DIREITO TRIBUTÁRIO"
"690";"6039- PIS#,14- DIREITO TRIBUTÁRIO"
"691";"6026- Cadastro de Inadimplentes - CADIN/SPC/SERASA/SIAFI/CAUC#,5987- Suspensão da Exigibilidade#,14- DIREITO TRIBUTÁRIO"
"692";"5994- Compensação#,14- DIREITO TRIBUTÁRIO"
"693";"14- DIREITO TRIBUTÁRIO#,6040- Funrural#,6011- Fato Gerador/Incidência#,5993- Decadência"
"694";"14- DIREITO TRIBUTÁRIO#,6040- Funrural#,6008- Base de Cálculo"
"695";"6018- Processo Administrativo Fiscal#,14- DIREITO TRIBUTÁRIO"
"696";"14- DIREITO TRIBUTÁRIO#,6018- Processo Administrativo Fiscal"
"697";"10543- Depósito Judicial#,5987- Suspensão da Exigibilidade#,14- DIREITO TRIBUTÁRIO"
"698";"5947- ICMS/Importação#,14- DIREITO TRIBUTÁRIO#,5946- ICMS/ Imposto sobre Circulação de Mercadorias"
"699";"14- DIREITO TRIBUTÁRIO#,5993- Decadência#,5986- Crédito Tributário"
"700";"14- DIREITO TRIBUTÁRIO#,5945- IPI/ Imposto sobre Produtos Industrializados#,6016- Creditamento#,6013- Alíquota Zero"
"701";"6016- Creditamento#,5945- IPI/ Imposto sobre Produtos Industrializados#,14- DIREITO TRIBUTÁRIO"
"702";"14- DIREITO TRIBUTÁRIO#,6008- Base de Cálculo#,5946- ICMS/ Imposto sobre Circulação de Mercadorias"
"703";"6035- Cofins#,6033- Contribuições Sociais#,6039- PIS#,6008- Base de Cálculo#,14- DIREITO TRIBUTÁRIO"
"704";"10120- Intervenção do Estado na Propriedade#,10121- Desapropriação#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"705";"8919- Nulidade#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"706";"9148- Liquidação / Cumprimento / Execução#,9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"707";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8938- Formação#,Suspensão e Extinção do Processo#,9148- Liquidação / Cumprimento / Execução#,9414- Extinção da Execução"
"708";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9450- Fraude à Execução#,9148- Liquidação / Cumprimento / Execução"
"709";"6035- Cofins#,6033- Contribuições Sociais#,6039- PIS#,14- DIREITO TRIBUTÁRIO"
"710";"10672- Precatório#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"711";"195- DIREITO PREVIDENCIÁRIO#,6094- Benefícios em Espécie#,6181- Tempo de serviço"
"712";"7697- Correção Monetária#,9493- Capacidade Processual#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10945- Expurgos Inflacionários / Planos Econômicos"
"713";"5632- Prescrição e Decadência#,899- DIREITO CIVIL"
"714";"7697- Correção Monetária#,10945- Expurgos Inflacionários / Planos Econômicos#,899- DIREITO CIVIL"
"715";"7697- Correção Monetária#,899- DIREITO CIVIL#,10945- Expurgos Inflacionários / Planos Econômicos"
"716";"10945- Expurgos Inflacionários / Planos Econômicos#,7697- Correção Monetária#,899- DIREITO CIVIL"
"717";"9493- Capacidade Processual#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"718";"5632- Prescrição e Decadência#,7691- Inadimplemento#,7698- Perdas e Danos#,7681- Obrigações#,899- DIREITO CIVIL"
"719";"7681- Obrigações#,7698- Perdas e Danos#,5632- Prescrição e Decadência#,899- DIREITO CIVIL#,7691- Inadimplemento"
"720";"7752- Bancários#,7771- Contratos de Consumo#,7619- Consórcio#,899- DIREITO CIVIL"
"721";"6035- Cofins#,6008- Base de Cálculo#,14- DIREITO TRIBUTÁRIO#,10959- Exclusão - Receitas Transferidas a outras Pessoas Jurídicas#,6039- PIS"
"722";"8942- Extinção do Processo Sem Resolução de Mérito#,8938- Formação#,Suspensão e Extinção do Processo#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"723";"8866- Litisconsórcio#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"724";"8928-  Prazo#,8842- Partes e Procuradores#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"725";"10028- Serviços#,10051- Ensino Fundamental e Médio#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"726";"10421- Contratos Administrativos#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"727";"10022- Infração Administrativa#,10110- DIREITO AMBIENTAL#,9997- Atos Administrativos#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"728";"9997- Atos Administrativos#,10110- DIREITO AMBIENTAL#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10022- Infração Administrativa"
"729";"9997- Atos Administrativos#,10023- Multas e demais Sanções#,10022- Infração Administrativa#,10110- DIREITO AMBIENTAL#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"730";"10023- Multas e demais Sanções#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10022- Infração Administrativa#,10110- DIREITO AMBIENTAL#,9997- Atos Administrativos"
"731";"10022- Infração Administrativa#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10110- DIREITO AMBIENTAL#,10023- Multas e demais Sanções#,9997- Atos Administrativos"
"732";"10110- DIREITO AMBIENTAL#,10022- Infração Administrativa#,10023- Multas e demais Sanções#,9997- Atos Administrativos#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"733";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos#,10022- Infração Administrativa#,10023- Multas e demais Sanções#,10110- DIREITO AMBIENTAL"
"734";"10401- Taxa de Ocupação / Laudêmio / Foro#,10093- Foro / Laudêmio#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"735";"14- DIREITO TRIBUTÁRIO#,6048- Contribuições Previdenciárias#,5979- Responsabilidade tributária"
"736";"6069- Contribuição sobre Nota Fiscal de Execução de Serviços#,14- DIREITO TRIBUTÁRIO#,5979- Responsabilidade tributária#,6048- Contribuições Previdenciárias"
"737";"6009- Crédito Prêmio#,5999- CND/Certidão Negativa de Débito#,5990- Extinção do Crédito Tributário#,14- DIREITO TRIBUTÁRIO#,5994- Compensação#,5987- Suspensão da Exigibilidade"
"738";"6059- Reembolso auxílio-creche#,14- DIREITO TRIBUTÁRIO#,6008- Base de Cálculo#,6048- Contribuições Previdenciárias#,6031- Contribuições"
"739";"9997- Atos Administrativos#,10022- Infração Administrativa#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10025- Apreensão"
"740";"6033- Contribuições Sociais#,6036- Contribuição Social sobre o Lucro Líquido#,14- DIREITO TRIBUTÁRIO#,6031- Contribuições"
"741";"6089- Regimes Especiais de Tributação#,6092- SIMPLES#,14- DIREITO TRIBUTÁRIO"
"742";"6011- Fato Gerador/Incidência#,5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,14- DIREITO TRIBUTÁRIO#,6033- Contribuições Sociais#,6031- Contribuições#,6036- Contribuição Social sobre o Lucro Líquido"
"743";"10658- Custas#,8874- Sucumbência#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"744";"10011- Improbidade Administrativa#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"745";"5986- Crédito Tributário#,5990- Extinção do Crédito Tributário#,5994- Compensação#,14- DIREITO TRIBUTÁRIO"
"746";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5994- Compensação#,5990- Extinção do Crédito Tributário"
"747";"8934- Valor da Causa#,10656- Honorários Advocatícios em Execução Contra a Fazenda Pública#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8874- Sucumbência"
"748";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10031- Financiamento Público da Educação e/ou Pesquisa"
"749";"5992- Prescrição#,6082- FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas#,6007- Repetição de indébito#,14- DIREITO TRIBUTÁRIO"
"750";"5985- Obrigação Acessória#,5999- CND/Certidão Negativa de Débito#,6011- Fato Gerador/Incidência#,6048- Contribuições Previdenciárias#,14- DIREITO TRIBUTÁRIO"
"751";"10687- Taxa SELIC#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução"
"752";"14- DIREITO TRIBUTÁRIO#,5917- IRPF/Imposto de Renda de Pessoa Física"
"753";"6033- Contribuições Sociais#,14- DIREITO TRIBUTÁRIO#,6037- Salário-Educação"
"754";"6039- PIS#,6035- Cofins#,6033- Contribuições Sociais#,14- DIREITO TRIBUTÁRIO"
"755";"6033- Contribuições Sociais#,14- DIREITO TRIBUTÁRIO#,6035- Cofins#,5915- Isenção"
"756";"5986- Crédito Tributário#,14- DIREITO TRIBUTÁRIO#,5987- Suspensão da Exigibilidade#,5989- Parcelamento"
"757";"14- DIREITO TRIBUTÁRIO#,10531- ICMS / Incidência Sobre o Ativo Fixo#,5946- ICMS/ Imposto sobre Circulação de Mercadorias"
"758";"5973- Empréstimos Compulsórios#,14- DIREITO TRIBUTÁRIO#,5977- Energia Elétrica"
"759";"9589- Depósito#,899- DIREITO CIVIL"
"760";"4805- Previdência privada#,10590- Resgate de Contribuição#,899- DIREITO CIVIL"
"761";"6089- Regimes Especiais de Tributação#,14- DIREITO TRIBUTÁRIO#,6092- SIMPLES"
"762";"14- DIREITO TRIBUTÁRIO#,6008- Base de Cálculo#,5945- IPI/ Imposto sobre Produtos Industrializados"
"763";"5999- CND/Certidão Negativa de Débito#,5978- Obrigação Tributária#,14- DIREITO TRIBUTÁRIO"
"764";"8893- Atos Processuais#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"765";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8893- Atos Processuais"
"766";"8928-  Prazo#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9045- Recurso#,11781- Objetos de cartas precatórias cíveis/de ordem"
"767";"9166- Multa de 10%#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução"
"768";"5979- Responsabilidade tributária#,14- DIREITO TRIBUTÁRIO#,5978- Obrigação Tributária"
"769";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5978- Obrigação Tributária"
"770";"14- DIREITO TRIBUTÁRIO#,5917- IRPF/Imposto de Renda de Pessoa Física#,5979- Responsabilidade tributária#,6011- Fato Gerador/Incidência"
"771";"5916- Impostos#,5998- Lançamento#,14- DIREITO TRIBUTÁRIO#,5952- IPTU/ Imposto Predial e Territorial Urbano#,5986- Crédito Tributário"
"772";"6071- Contribuições Especiais#,6087- CPMF/Contribuição Provisória sobre Movimentação Financeira#,6011- Fato Gerador/Incidência#,4728- Câmbio#,14- DIREITO TRIBUTÁRIO#,9580- Espécies de Contratos"
"773";"5941- II/ Imposto sobre Importação#,14- DIREITO TRIBUTÁRIO"
"774";"5917- IRPF/Imposto de Renda de Pessoa Física#,14- DIREITO TRIBUTÁRIO#,6011- Fato Gerador/Incidência"
"775";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8829- Competência"
"776";"9163- Penhora / Depósito/ Avaliação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"777";"5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,14- DIREITO TRIBUTÁRIO#,6008- Base de Cálculo#,10543- Depósito Judicial#,5986- Crédito Tributário#,5987- Suspensão da Exigibilidade"
"778";"11785- Diligências#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"779";"14- DIREITO TRIBUTÁRIO#,5951- ISS/ Imposto sobre Serviços#,6007- Repetição de indébito"
"780";"10655- Honorários Advocatícios#,9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
